Review,Rating
average sound quality,3
Loved it. Polisanam,3
Ok,3
Avarege perfomence,3
"Overall its a good headset in this price range.Built quality is average..But built quality in this price range is ok. Sound quality is good..Since ear buds/spongy part is not tat much big,our ears will be paining after long time of usage...This is one of the biggest drawback of this headset.",3
Sound is over in outside..Ear just pain use in after one hour,3
"Not that much, it was I expected",3
No issues with the quality of audio. But it is tight. Gives you a headache.,3
Good,3
Sound quality is good but the design is not comfortable while using it for longer duration... It's quite painful to the ears and head,3
After few weeks my headphones Stop working,3
Awesome👍 product,3
"After usage of some time heat is releasing from the headphones. Built quality is good , sound is good but it is not comfortable to use for more time. Better to SKIP this product, I'm writing this review after complete usage of 2months.",3
It is good product but its sounds come outside,3
The element make a tik sound at the regular interval when no music is played.,3
Its is a katarnak headphones 🤣🤣in lowest price,3
Not as expected very low bass,3
"Sounds quality is bad slow sound


When sound was coming out of the speaker
Bass is not good quality",3
Simply nice,3
Good product,3
Not bad,3
Sound quality is good but after using some time it gives its painful to ears.,3
Ok till now.,3
This is initial review. Product is good. Delivered on time.,3
It's very good product from flipcart please buy it,3
"Excellent product, been using from almost one and half year and still working in good condition",3
"I don't understand the hype behind all these boat headphones. They are nothing special but still people will rate their products 4.3/5 or above as is the case with this. This headphone is very average in terms of overall sound quality. You will not be impressed with it if you've used proper high end companies like JBL, Sennheiser, Sony, etc. The volume of the headphones are just not that loud enough IMO. It's good if you get it for 600-650 but anything more than that is not bang for buck for ...",3
Nice products,3
Osm..,3
It has problems after 3 months of use... One side is not working.,3
"The sound is good, keeps u away from other noise, even when u connect while doing a phone call, No disturbance",3
Average,3
Satisfied bass good but not extreem. This head set not suitable for games only music,3
It's is good but in ear it can not be fit,3
For listening music it is the best one but it is Not good for gaming.,3
Good Product,3
Good quality,3
not connecting quickly,3
Amazing,3
First class,3
"Pros:-
1) it is value for money
2) light weight
3) noise cancelling mic
4) agestable size and it is foldable

Cons:-
1) it is made-up of plastic
2) it sounds are like simple headphone no extra base",3
I suggest u to by it if u love a high bass .and quality of cord is osm and most important is its metal shield around jack which prevent it.,3
Packing is just like a normal headset,3
The sound quality is good mic quality everage build quality bellow aga everage Bass quality above everage after all in this prise giving more,3
Bit uncomfortable if used for long hours,3
Nice,3
"Earpiece is very small,for long use its hurts the ear, can't use more than 10 minutes,not happy",3
Ears are paining,3
Sound quality is not that good but I must say bass are damm good,3
Good,3
"Sound wise the headphones are good and the build quality is not so great, the metal frame over the head is too weak. If folded too much the chances of breaking the headphones are very high. Can't wear it more than 1hr the ears start to ache like hell.",3
Good,3
"the design does not suit my head, quality and response to music players are good",3
Good quality,3
Satisfied,3
"I bought on 17th October,2020. Now it's not working. The sound is not coming from it.",3
Not have external mic and wireless not so good,3
"Sound is good, but built quality is not. One can't wear it more than 30 minutes because it is some weight. You feel pain in your ear after more or less 30 minutes.",3
Ok OK.... Its an average...,3
liked it,3
sound is low,3
Good in this price,3
9c sound,3
The product was good but it don't support on my redmi phone so it is not useful for me but it support on my laptop but I use my phone more than my laptop but it's on quality is good so high rated 3 stars,3
It is so cool 😎😎👍,3
Sound coming outside with clarity not satisfied,3
For light usage it's okay but for long usage it's not up to mark cause it hurts the ears. But at this price point it's up to the mark.,3
Everything is good about except sound is coming outside so bad...I thought maybe it could be replaced but it's showing return policy only... someone should have mentioned this point too,3
"It is a good product, easy to carry.",3
Ok product and quality,3
The sound quality is good.. but it does not distinguish/separate left and right sound variation...,3
Good,3
"China made, sound quality good but not very good/awesome",3
Light weight and nice but sound quality is not as good as I expected and bass is also Ok but not wow...overall decent product for its price.,3
after 2 months of use... its really perform well,3
Good headphone but ear 👂 pain after 30 minutes.,3
Good product,3
Good,3
too good,3
good product but little bit expensive,3
"Go for sony310ap
Today u realise Sony is Sony
It is also good i won't deny but Sony is 1st priority",3
Nice pocket friendly product for music lovers,3
"Delivery man was too bad

OTHER WISHE HEADPHONE TOO GOOD SOUND QUALITY IS TOO GOOD

THANK YOU FLIPKART",3
Good,3
Bass is low,3
Better,3
It's super cool 😍 😎 and amazing too. You should buy it it's a nice product. And of course thanks Flipkart 😊,3
You get rest pain just after 2min.,3
Product is not as expected..But worth buying if pricing is below 600..,3
Good,3
Just ok,3
"It's bass is very good
But for long time is not interested",3
Average product. Compare with previous boat experience this one is okay only.,3
Headphone is good but you are not adjust with 15 min this very painful for ear and sound quality is best,3
Value of money,3
Superb,3
"It is good but not best
I get not comfortable with wearing it. Because it feels like very heavy. Otherwise, it is a good product at this price. I hope my review os us useful to who reads this.",3
"Initially it was not working. After repair wire., working is on progress",3
It is a good product with a good mic. I use it for my online classes. It is a good product .,3
Good for listening,3
Good & worth your money,3
Not comfortable at all can't keep it for more than 30 mins,3
nice,3
Sound quality is nice but you will feel pains in ears in if you use the headphones constantly within hour.,3
Cool product osm,3
Nice that's all poor mic,3
Cant wear for long time(2 hours max at once)..,3
Awesome 👌👌,3
Nice,3
Okay it's ok,3
Product is good but packaging is not good,3
Volume seems to me very less and audible outside as well,3
Just ok,3
Audio can be heard outside also even at a volume of about 70%. And mic quality is also poor - can't use for Work from home. Look and Build quality is very good. Especially the spring near the connector is the best feature which helps in reduced damage to the cable.,3
